County;Agency_Name;Trading_Name;Address;Licence_Number;Phone;Email;Website;Covered_Fields
Dublin;Riverbank Recruitment Ltd;;51 Bracken Road Co. Dublin D18CU48;EA5376;;info@riverbankrecruitment.com;https://www.riverbankrecruitment.com/;General Recruitment, HR, Admin & Office
Dublin;Robert Half International Ireland Limited;;2 Pembroke House Upper Pembroke Street 28-32 Dublin 2 D02EK84;EA4650;35315746770;;https://www.roberthalf.com/ie/en;Accounting & Finance, IT & Data Science, Legal, HR
Dublin;Robert Walters Limited;;Dublin Landings 2 Northwall Quay Dublin 1 Dublin 1;EA1548;35316334111;dublin@robertwalters.com;https://www.robertwalters.ie/;General Recruitment, Accounting & Finance, HR, IT & Data Science
Dublin;Room F208 Limited;About Recruitment;56 Charleville Square Butterfield Avenue Rathfarnham Co. Dublin D14 AY23;EA4118;;;;General Recruitment
Dublin;ROS Healthcare Limited;;28 Mount Eustace Crescent Tyrrellstown Dublin 15;EA5155;;;https://www.roshealthcare.ie/;Care & Healthcare, General Recruitment
Dublin;Rosata Recruitment Ltd;;Unit 3 Adelphi House Dun Laoghaire Co. Dublin A96NY82;EA4814;35314853747;info@rosata.ie;https://rosata.ie;Care & Healthcare
Dublin;Rostrum Resources Limited;;First Floor 54 Dawson Street Dublin 2 Dublin 2 D02 XW44;EA4264;35316991700;hello@rostrum.ie;https://shelbourne.ie/rostrum-resources-limited/;Board level, General Recruitment
Dublin;Royal Homecare Ltd;;13 Adelaide Road Saint Peter's Dublin 2 D02P950;EA4661;35314853001;info@royalhomecare.ie | recruitment@royalhomecare.ie;https://www.royalhomecare.ie/;Care & Healthcare
Dublin;Royal Medical Limited;Inspire Medical;Suite 16 The Beacon Mall Sandyford Dublin 18 D18WV72;EA5235;35312688510;info@inspiremedical.com;http://www.inspiremedical.ie/;Care & Healthcare
Dublin;RSM Ireland Business Advisory Limited;RSM Ireland;Trinity House Charleston Road Ranelagh Dublin 6 D06 C8X4;EA3279;35314965388;;http://www.rsmireland.ie/;Accounting & Finance, Business Services, Audit, Legal, Consultancy
Dublin;Russell Tobin and Associates Limited;;Work Hub Fern Road Sandyford Dublin 18;EA4919;35315843013;dublin@tobin.ie;https://russelltobin.com/russell-tobin-ie;IT & Data Science, Technical
Dublin;Sabeo Holdings Ltd;Sabeo Holdings Ltd;Serpentine Business Centre Unit 6, 48 Serpentine Avenue Ballsbridge Dublin 4 D04YD26;EA4442;35314064600;info@sabeo.com;https://sabeo.com/;IT & Data Science
Dublin;Sanderson Recruitment (Ireland) Limited;Sanderson;44A Westland Row Dublin 2 D02 A274;EA3673;35315133620;;http://www.sanderson.ie/;IT & Data Science, Accounting & Finance, Business Services, Supply Chain
Dublin;Santry Recruitment Limited;Allied Health Careers;1A Santry Business Park Santry Dublin 9;EA4724;35316876415;info@alliedhealthcareers.ie;https://alliedhealthcareers.ie/;Care & Healthcare
Dublin;Sarah Louise Gallagher;Impulse Recruitment;53 Cronan's Well Brook Mooretown Swords Co. Dublin K67 AOW5;EA4720;;jobs@impulserecruitment.ie;https://impulserecruitment.ie/;General Recruitment
Dublin;Savvi Partners Ltd;Savvi Recruitment Consultants;Lower Ground Floor 33 Baggott Street Lower Dublin 2 D02 RW59;EA4143;35312248840;info@savvirecruitment.com;https://www.savvirecruitment.com/;Accounting & Finance, General Recruitment
Dublin;Seachelle Consulting Ltd;;Hamilton House 28 Fitzwilliam Place Dublin 2 D02 P283;EA4197;;;;Consultancy
Dublin;Search Talent People Limited;;43 Fitzwilliam Place Dublin 2 D02FY81;EA4399;35319639305;info@searchtalent.ie;http://www.searchtalent.ie/;General Recruitment
Dublin;Sedgwick Outsource Services Limited;Sedgwick Recruitment;Merrion Hall Sandymount Dublin 4;EA4443;35316615344;info@ie.sedgwick.com;https://sedgwick.com/;Insurance, General Recruitment
Dublin;SG Aviation Services Limited;;38 Fitzwilliam Street Upper Dublin 2 D02 KV05;EA2198;35319081132;info@sgaviationservices.com | recruitment@sgaviationservices.com;https://sgaviationservices.com;Aviation
Dublin;Shamrock Assist LTD;;2nd Floor 13 Baggot Street Upper Saint Peters Dublin 4 D04 W7K5;EA4460;35316854700;contact@sralocum.com;;Care & Healthcare
Dublin;Shamrock Shield Ltd;Shamrock Shield Ltd;6 Fern Road Sandyford Business Park Dublin 18 D18FP98;EA5207;;;;Care & Healthcare
Dublin;Shamrock Staffing Group Ltd;;Office 517 Regus House Harcourt Road Dublin 2;EA4765;;;;Care & Healthcare
Dublin;Shanahan Engineering Ltd;;The Glasshouses, Blackrock Frascati Hall, Sweetman's Avenue Blackrock Co. Dublin A94;EA1108;35312809888;enquiries@shanahaneng.ie;https://shanahanengineering.com;Engineering, Construction, Sales & Marketing, Electrical, Mechanical
Dublin;Shane Hickey;CS Recruitment;18 Oaktree Drive Castleknock Dublin 15 D15ARX0;EA4599;353863301792;info@csrecruitment.ie;https://csrecruitment.ie;Accounting & Finance, Admin & Office, Board Level
Dublin;Sherlock Recruitment Limited;;Unit D7, Block D Centrepoint Business Park, Oak Drive Dublin 12 D12 A0V6;EA3731;35314568438;reception@sherlockrecruitment.com;https://careers.sherlockrecruitment.com/;Construction, Industrial, Engineering, Mechanical, Admin & Office
Dublin;Shikilla Health Care Agency Limited;;9 Churchwell Grove Belmayne Co. Dublin D13H921;EA4810;35315984446;info@shikillahealthcare.ie;https://shikillahealthcare.ie;Care & Healthcare
Dublin;Short Call Limited;;3 Burnell Square Northern Cross Malahide Rd Co. Dublin D17KN34;EA4108;;;;General Recruitment
Dublin;Sigmar Recruitment Consultants Limited;Sigmar Recruitment Consultants Limited;13 Hume St Dublin 2 D02F861;EA2029;35314744600;info@sigmar.ie;https://www.sigmarrecruitment.com/;General Recruitment, IT & Data Science, Construction, Engineering, Care & Healthcare, Factory, HR, Legal, Sales & Marketing, Admin & Office
Dublin;Silverback Staffing Limited;;Station Mews Lindsay Grove Glasnevin Dublin 9 D09 CC92;EA3607;35314410102;hello@silverback.ie | work@silverback.ie;http://silverback.ie/;General Recruitment
Dublin;Silverscope Healthcare Staffing Ltd;;Suite 10866 26/27 Pembroke Street Dublin 2 D02 X361;EA5239;;;;Care & Healthcare
Dublin;Skylark Solutions;;9 The Crescent Millars Glen Swords Co. Dublin;EA5337;;;;IT & Data Science
Dublin;Skyward Manpower Resource And Management Ltd;;Main St Rathcoole Co. Dublin D24 X362;EA4526;;;;General Recruitment
Dublin;Smart Careers & Training Limited;;Unit 10 Weatherwell Industrial Estate Davenham House Clondalkin Dublin 22;EA2186;35316612374;info@smartcareers.ie;https://smartcareers.ie;General Recruitment
Dublin;Smyth Recruitment Limited;Smyth Recruitment;Carlisle Business Centre 51 Bracken Road Sandyford Dublin 18 D18CV48;EA4266;353877872525;jobs@smythrecruitment.ie | louise@smythrecruitment.ie;http://www.smythrecruitment.ie/;General Recruitment
Dublin;Softest Consulting Services Ltd;;9 Woodward View Murphystown Way Glencairn Gate Dublin 18 D18TYV3;EA4483;;admin@softest.co;https://softest.co/;IT & Data Science
Dublin;Solas IT Limited;Solas Consulting Group;Suite 313 The Capel Buildings St Mary's Abbey Dublin 7 D07 FE0A;EA3415;35312449520;info@solasit.ie;https://solasit.ie;IT & Data Science
Dublin;Solus Healthcare Services Ltd;Solus Recruitment;Digital Office Centre Dublin Airport Balheary Road Swords Co. Dublin K67 E5A0;EA5105;;;;Care & Healthcare
Dublin;Sorrento Recruitment Limited;Sorrento Recruitment;20/21 St. Patrick's Street Dalkey Glenageary Co. Dublin A96 W640;EA4878;353861035013;donal.osullivan@sorrentorecruitment.com;https://sorrentorecruitment.com/;General Recruitment
Dublin;Specialist Healthcare Limited;;Clifton House 64 Monkstown Road Monkstown Co. Dublin A94XK65;EA5159;;;;Care & Healthcare
Dublin;Spencer Lennox Limited;;40 Fitzwilliam Square Dublin 2 D02 DK70;EA4541;35319602120;info@spencerlennox.ie;https://spencerlennox.ie/;Legal
Dublin;Spencer Stuart International Ireland Limited;;Whitaker Court, Block C, Second Floor 28/29 Sir John Rogerson's Quay Dublin 2;EA1038;35315149000;;https://www.spencerstuart.com;Board Level
Dublin;SRI Executive Search Limited;SRI Executive Search Limited;31 Westlands Square Dublin 2 D02 AW71;EA1725;35316675008;contact@sri-executive.com;https://www.sri-executive.com;Board Level
Dublin;Staffline Recruitment (ROI) Limited;;Walkinstown Mall 78 Walkinstown Rd Walkinstown Dublin 12 D12 N5P8;EA1269;35314505288;walkinstown@stafflinerecruit.com;https://stafflinerecruit.com/;General Recruitment, Admin & Office, Logistics & Warehousing, Sales & Marketing, Driving, Hospitality, Accounting & Finance, Engineering, HR
Dublin;Steering Point Advisory LTD;;5 Fitzwilliam Square East Dublin 2;EA5028;;;;Board Level, Consultancy, HR
Dublin;Stelfox Limited;;Suite 336 Capel Buildings Mary's Abbey Dublin 7;EA2059;35316793182;cork@stelfox.com | dublin@stelfox.com | info@stelfox.com;https://stelfox.com;IT & Data Science
Dublin;Stellar Healthcare Limited;;Stellar Healthcare Prime Health Medical Center Main Street, Townparks Swords Co. Dublin K67;EA4960;;;;Care & Healthcare, Pharma
Dublin;Sterling Engineering Limited;;5th Floor Rear Connaught House 1 Burlington Road Dublin 4;EA5050;;admin@sterlingengineeringeu.com;https://sterlingengineeringeu.com;Engineering, Technical
Dublin;SThree Staffing Ireland Ltd;Computer Futures, Real Staffing Group & Huxley Associates;38/39 Fitzwilliam Square West Dublin 2 D02NX53;EA1570;;;;IT & Data Science, Accounting & Finance, Care & Healthcare, Banking
Dublin;Storm People (Ireland) Limited;;22 Priory Office Park Blackrock Co. Dublin A94 HK76;EA5012;;;;Aviation
Dublin;Stott and May Consulting Services Ltd;;The Greenway Iconic Offices Block C, Ardilaun Court 112-114 St Stephen's Green Dublin 2;EA4614;;dublin@stottandmay.com;;Consultancy
Dublin;Strategic Executive Initiative Limited;Amrop;28 Fitzwilliam Place Co. Dublin D02 P283;EA4322;35315649646;;;Board level, General Recruitment
Dublin;Sylvie Levasseur-Reilly;The European Au Pair Agency;554 South Circular Road Rialto Dublin 8 D08 PW21;EA1777;35314534092;europeanaupairagency@gmail.com;https://europeanaupairagency.ie;Care & Healthcare
Dublin;SyncSearch;SyncSearch Limited;84 Merrion Square Dublin 2;EA5375;353871213548;admin@syncsearch.ie | gillian@syncsearch.ie;https://syncsearch.ie;General Recruitment
Dublin;Syneos Health Ireland Ltd;;Riverside One Sir John Rogersons Quay Dublin 2;EA3693;;;https://www.syneoshealth.com/;Care & Healthcare, Biotechnology
Dublin;Tactical Talent Recruitment Ltd;Tactical Talent Recruitment;Ground Floor 71 Lower Baggot St Dublin 2 D02P593;EA3936;35319079192;info@tacticaltalent.ie;https://tacticaltalent.ie;IT & Data Science, Industrial, Technical
Dublin;Taking Care of Business Ireland Limited;TCB Ireland;The Spade Centre North King Street Dublin 7;EA4110;35316174814;info@tcbireland.com;https://tcbireland.com/;General Recruitment
Dublin;Talcon Recruitment Limited;Talcon Recruitment Limited;Talcon Suite 10945 5 Fitzwilliam Square Dublin 2 D02 R744;EA5309;35319069442;info@talcongroup.ie;https://talcongroup.ie;Construction, Engineering
Dublin;Talent Connectors Ltd;EU Workforce;Suite 17 The Cube Offices Beacon South Quarter Sandyford Business Park Dublin 18;EA5055;35315563677;jobs@euworkforce.ie;https://euworkforce.ie/;General Recruitment, Hospitality
Dublin;Talent Partners Ltd;;Chase House City Junction Business Park Northern Cross Dublin 17 D17A467;EA3661;35316873746;;https://www.talentpartners.ie;General Recruitment
Dublin;Talenthub Limited;Talenthub;15 Hume Street Dublin 2;EA3835;353872973538;hello@talenthub.ie;https://talenthub.ie/;General Recruitment
Dublin;Talentspot Recruitment Limited;;17 Mount Street Upper Co. Dublin D02 EK80;EA4256;35315175867;info@talentspot.ie;https://talentspot.ie;General Recruitment
Dublin;Taurus Search Ireland Ltd;;16 Dollymount Ave Clontarf Dublin 3 D03YW61;EA4908;;;;Accounting & Finance, Business Services, General Recruitment
Dublin;TCP Workforce Solutions Ireland Limited;;10 Earlsfort Terrace Dublin 2 D02 T380;EA4119;;;;Care & Healthcare, Pharma
Dublin;Team IAS Limited;Irish Aviation Solutions;9 Turnapin Green Cloghran Dublin 17;EA3527;;;;Aviation, Maintenance Services
Dublin;Team Obair Limited;;13A Grattan Crescent Inchicore Dublin 8 D08 TV21;EA1798;35314536722;info@teamobair.com;https://teamobair.com;Logistics & Warehousing, Supply Chain, General Recruitment, Industrial
Dublin;Tech Skills Resources Limited;;Ground Floor One Haddington Buildings Haddington Road Dublin 4 D04 X4C9;EA1685;35316146000;team@techskills.ie;https://www.techskills.ie/;Construction, Engineering, Mechanical, Technical
Dublin;TechR Limited;The Recruiter;9 Heather Grove Woodfarm Palmerstown Dublin 20 D20HT32;EA4551;;;;IT & Data Science
Dublin;Tekenable Limited;Tekenable Limited;17 Clanwilliam Terrace Grand Canal Quay Dublin 2 D02DR98;EA5245;35316814098;info@tekenable.ie;https://tekenable.com/;IT & Data Science, Aviation
Dublin;Temporary Outsourced Trades and Labour Ltd;TOTAL Solutions;9-10 The Village Centre Lucan Co. Dublin K78 CP76;EA4381;35316283610;info@totalsolutions.ie;https://www.totalsolutions.ie/;Construction, Industrial, General Recruitment
Dublin;TES Recruitment Limited;;Unit 21 Old Quarry Business Park North West Industrial Estate Kilshane Avenue Blanchardstown;EA4730;353868964889;info@tesr.ie;https://tesr.ie/contact/;Education, General Recruitment
Dublin;Tfynder Software Limited;;Suite 12, Plaza 212 Blanchardstown Corporate Park 2 Ballycoolin Dublin 15 D15 W535;EA4512;35319685077;marketing@techfynder.com;https://techfynder.com/contact-us;IT & Data Science
Dublin;The Abraham Trust Limited;Shirley Hastings International Recruitment and Workforce;Suite 303 Nesta Business Centre Nesta Business Park, Kill Lane Blackrock Co. Dublin A94 A4A6;EA5053;;;;General Recruitment
Dublin;The Broadline Recruitment Group Limited;;Unit 11, The Courtyard Nangor Road Kilcarbery Business Park Dublin 22;EA3651;35314047172;info@broadlinerecruiters.com;https://www.broadlinerecruiters.com/;General Recruitment
Dublin;The Cruthu Foundation Ltd;Way 2 Work Ireland;6 Clare Street Dublin 2;EA5252;;;https://www.way2work.ie/;General Recruitment, Community Work
Dublin;The Institute of Directors in Ireland Limited;;Fourth Floor, Block 3 Harcourt Centre Harcourt Road Dublin 2 D02 A339;EA3432;35314110010;info@iodireland.ie;https://www.iodireland.ie/;Board Level
Dublin;The Nest Health Care Limited;;20 Meile An Ri View Lucan Co. Dublin;EA5132;;;;Care & Healthcare
Dublin;The Nightingale Agency Limited;The Nightingale Placement Agency;42 Mount Street Upper Dublin 2 D02 X3P2;EA3983;35315253213;hr@tnpa.ie | info@tnpa.ie;https://www.tnpa.ie;Care & Healthcare
Dublin;The Project Company Limited;The Management Company;2 Beacon Hill Nerano Road Dalkey Co. Dublin A96 X231;EA2289;;;;Management, Construction
Dublin;The Project Foundry Ltd;The Project Foundry;The Academy 42 Pearse St Dublin 2 D02KA44;EA5238;35314452218;info@theprojectfoundry.com;http://www.theprojectfoundry.com/;Management, IT & Data Science, Business Services
Dublin;TheGoodCheff;TheGoodCheff;Apt 15, Grange House Newcastle Road Lucan Co. Dublin K78T447;EA5362;353892540250;info@thegoodcheff.com;https://thegoodcheff.com;Hospitality
Dublin;Three Q Temps Ltd;;1st Floor Spencer Row Dublin 1 D01 R9T8;EA3721;35318783335;jobs@3qrecruitment.ie;https://www.3qrecruitment.ie;Care & Healthcare, Hospitality, General Recruitment
Dublin;Tiger People Limited;;19 Baggot Street Lower Dublin 2 D02 X658;EA4595;35316111524;info@tiger-recruitment.co.uk;https://tiger-recruitment.com/eur/;Admin & Office, HR, Accounting & Finance, Care & Healthcare
Dublin;TKY Nursing and Healthcare Agencies Limited;;13 Adelaide Road Dublin 2 D02 P950;EA4856;35316991119;info@tkyhealthcare.ie;https://tkyhealthcare.ie;Care & Healthcare, Cleaning Services, Science
Dublin;Top Drawer Talent Ltd;;6 Clifden Road Ballyfermot Dublin 10 D10AH63;EA4621;35316971803;info@tdtalent.ie;https://tdtalent.ie;Supply Chain, Logistics & Warehousing, Admin & Office, Driving, Factory
Dublin;Top Hunt Global INC Ltd;NextStep;Office 1, First Floor The Griffeen Centre Lucan Co. Dublin K78 A3C2;EA4862;;;;General Recruitment
Dublin;Total ICT Services Ltd;ICT Services;ICT House 5 Naas Road Industrial Park Naas Road, Dublin 12 D12HN44;EA3819;35316209000;ServiceDesk@ictservices.ie;https://ictservices.ie/;IT & Data Science, General Recruitment, Technical
Dublin;Total Pilot Solutions Ltd;;12 Riverside Crescent Clonshaugh Dublin 17 D17 YK58;EA4511;353866027353;jobs@totalpilotsolutions.com;https://totalpilotsolutions.com;Aviation
Dublin;Touchpoint Recruitment Limited;Quantum Recruitment;20 Butterfield Park Rathfarnham Dublin 14 D14X240;EA4269;35315653016;contact@quantumrecruit.ie;https://quantumrecruit.ie/contact-us/;General Recruitment
Dublin;Trent ESM Limited;Trent Recruitment;20 Harcourt St Co. Dublin D02H364;EA1156;35315647001;info@trentrec.ie;https://www.trentrec.ie;General Recruitment
Dublin;Trilogy Consultants International Limited;Trilogy International;27 Upper Mount Street Dublin 2 D02 F890;EA4407;;;;Board Level
Dublin;Trinitech Consulting Ltd;Trintech Consulting Ltd;19 Shackleton Woods Lucan Co. Dublin K78T0X8;EA4379;;;;IT & Data Science, Technical
Dublin;Trinity Nursing World Limited;;77 Lower Camden Street St Kevins Dublin 2 D02 XE80;EA3944;35316896788;info@trinitynursingworld.ie;https://trinitynursingworld.ie;Care & Healthcare
Dublin;Tripoint Recruitment Limited;Tripoint Recruitment Limited;12A Belmont Hall Gardiner Street Dublin 1 D01DV56;EA5317;;;;General Recruitment
Dublin;Ultrasound Dimensions Ltd;HireOps;21 Main Street Blackrock Co. Dublin;EA5286;;;;Care & Healthcare, IT & Data Science
Dublin;Vanessa Anne Fogarty;Talent Choice;32 Dewberry Park Portmarnock Co. Dublin D13XT61;EA5145;35315569098;info@talentchoice.ie;https://www.talentchoice.ie/contact-us;General Recruitment
Dublin;Vantage Resources Limited;;4 Leopardstown Office Park Sandyford Dublin 18 D18 K1C5;EA1463;35312952850;vantage@vantage.ie;https://www.vantage.ie/;General Recruitment
Dublin;Velocity Global Consulting Limited;;70 Sir John Rogerson's Quay Dublin 2 D02 R96;EA4525;;;https://velocityglobal.com/;General Recruitment, HR
Dublin;Vertical Markets Group Ltd;Webscience;HR Search & Selection, Capital Markets, 13 Lad Lane Dublin 2;EA4262;35315242455;;https://itsearch.ie/;General Recruitment, HR, Care & Healthcare, Accounting & Finance
Dublin;VHR Global Technical Consultancy Limited;;The Black Church St Mary's Place Dublin 07 D07 P4AX;EA4398;;;https://www.v-hr.com/our-offices/;Technical, IT & Data Science, General Recruitment
Dublin;Vista Oasis Limited;Vista Executive Search;20 Harcourt Street Dublin 2 D02 H364;EA4026;35319610015;info@vistasearch.ie;https://vistasearch.ie/;Board Level
Dublin;Voltedge Management Limited;;Suite 9, The Old Station House 15A Main Street Blackrock Co. Dublin A94 T8P;EA3924;35315252914;info@voltedge.ie;https://www.voltedge.ie/;HR, Consultancy
Dublin;Wilton Executive Search Ltd;Wilton Executive Search;109 Lower Baggot Street Dublin 2 D02 AK58;EA3871;;;;Board Level, Consultancy
Dublin;Wilton & Bain Ireland Limited;;99 St Stephens Green Dublin 2;EA4735;;;https://wilton-bain.com/;Board Level, Accounting & Finance, General Recruitment, Interim, Consultancy
Dublin;Winston Wright;Hospitality Recruitment;Mespil House Sussex Road Dublin 4;EA3269;;;;Hospitality
Dublin;Workforce International Contractors Limited;Workforce;19 Grange Parade Baldoyle Industrial Estate Dublin 13 D13N29X;EA2200;35318952065;;;General Recruitment
Dublin;WPS Recruitment;;77 Camden Street Lower Saint Kevin's Portobello Dublin 2 D02XE80;EA5300;353852627228;info@workpermitsolutions.com;https://workpermitsolutions.com/?page_id=57;General Recruitment
Dublin;Xpress Healthcare Limited;;Unit 47 Park West Enterprise Centre Lavery Ave Park West Dublin 12 D12 WN44;EA4708;35312118883;info@xpresshealth.ie | recruitment@xpresshealth.ie;https://xpresshealth.ie;Care & Healthcare
Dublin;Xpress Medical Technology Services Limited;;Unit 47 Park West Enterprise Centre Lavery Avenue Park West Dublin 12 D12 WN44;EA5180;;;;Care & Healthcare
Dublin;Your World Healthcare Ireland ltd;;The View Marina Village Malahide Co. Dublin K36 CX99;EA3645;35315312888;ireland@yourworld.com;https://www.yourworld.com/ie;Care & Healthcare
Dublin;Zatino Limited;Zatino Group / Zatino Recruitment;15 Harcourt Street Dublin 2 D02 XY47;EA4700;35312678018;info@zatino.ie;https://www.zatino.ie;General Recruitment, Business Services
Dublin;Zeeoom Limited;Talentlink;Unit 80 Cherry Orchard Business Park Dublin 10 D10NX96;EA5231;;;;IT & Data Science
Dublin;Zenith Health Limited;;100 Moylaragh Crescent Balbriggan Co. Dublin K32 VH05;EA4917;353874774253;info@zenithhealth.ie;https://zenithhealth.ie;Care & Healthcare
Dublin;Zenovo Limited;Zenovo;13 Adelaide Road Earlsfort Plaza Co. Dublin D02P950;EA5288;;phil@zenovo.co.uk;https://zenovo.co.uk/;IT & Data Science, Engineering, Technical
Dublin;ZettaJobs Ltd;Zettajobs;Unit 3C Swords Business Park Swords Co. Dublin;EA5272;35318704911;dyellop@zettajobs.ie;https://zettajobs.ie/;General Recruitment
Dublin;Zfakbar Ltd;Healtcare Recruitment Specialist;40 Deerhaven Ave Clonee Dublin 15 Dublin 15;EA5073;;;;Care & Healthcare
Dublin;Zitko Group (Ireland) Ltd;;Office 3, Sky Business Centre Clonshaugh Business and Technology Park Clonshaugh Dublin;EA5255;35312232749;info@zitko.co.uk;https://www.zitkogroup.com/;Security, Technical, Engineering
Galway;Anne-Marie Fox Consulting Limited;;Caoch Moycullen Co. Galway H91 R2C8;EA4469;;annemarie@amfconsulting.ie;https://amfconsulting.ie;General Recruitment, Consultancy
Galway;Breeze Recruitment Ltd;;Corcullen House Corcullen Co. Galway H91XY2N;EA5384;;;;Care & Healthcare, Transport, General Recruitment, Driving Jobs
Galway;Career Path Recruitment Limited;Career Path Recruitment Limited;Keeraun Rahoon Co. Galway H91 X5CF;EA3333;;;;General Recruitment
Galway;CLS Recruitment Group Ltd;;Old Connolly Sports Building Loughgeorge Claregalway Co. Galway;EA3692;35391798422;info@clsrecruitment.ie | jobs@clsrecruitment.ie;https://clsrecruitment.ie;General Recruitment
Galway;Collins McNicholas Limited;;Platform 94 Mervue Business Park Mervue Co. Galway;EA1113;+353214809118 | +353719142411 | +35391706706;galway@collinsmcnicholas.ie | sligo@collinsmcnicholas.ie;https://collinsmcnicholas.ie | https://www.jobs.galway-ireland.ie/collins-mcnicholas.htm;General Recruitment, Compliance
Galway;D&D Kelly Care Ltd;;Brackernagh Ballinasloe Co. Galway H53AT22;EA5076;+353873635431 | +353879967546 | +353909630301 | +353909630400;rorykelly@ddkellycare.ie;https://WordPress.com | https://ddkellycare.ie;Care & Healthcare
Galway;Exalt Recruitment Limited;;Glenrock House Glenrock Business Park Ballybane Co. Galway;EA2299;35391761670;;https://www.exalt.ie/about-us/ | https://mapcarta.com/N1947691669 | https://www.exalt.ae/about-us/;Pharma, Biomed, Education, Care & Healthcare, Engineering, Utilities, Accounting & Finance, Construction, Electrical, Warehouse Distribution, IT & Data Science, Sales & Marketing, Retail
Galway;Fergal Melia;FMCA Human Resources;The Arch, Northgate Street, Athenry, Co. Galway H65YK54;EA3747;35391454172;;https://VYMaps.com | https://fmca.ie | https://rteredaccountants.ie | https://www.athenryac.com/ | https://www.charteredaccountants.ie/find-a-Firm/firm-details?firm=fmca-advisory-limited-60240;Accounting & Finance, Consultancy, Tax, HR, Payroll
Galway;Fogas Ltd;Compustaff;Ross House Merchants Road Co. Galway H91 FPK5;EA4233;35318849400;asu@flogas.ie | commercialcustomersupport@flogas.ie | customersupport@flogas.ie | info@flogasni.com | lpgsupport@flogas.ie;https://fogas.co.uk | https://www.flogas.ie/ | https://www.flogasni.com/bottled-gas-suppliers;Energy Sector
Galway;GxP Recruitment Ltd;;Montiagh South Claregalway Co. Galway H91T93H;EA4722;353831030658;;https://gxprecruitment.ie | https://www.signalhire.com/companies/gxp-recruitment;Life Sciences, Pharma, Biotech, QA, Compliance
Galway;Hero Recruitment Limited;;39D Briarhill Business Park Ballybrit Co. Galway H91 V593;EA4070;+353212066287 | +353868347871 | +35391730022;connect@hero.ie | hello@hero.ie | info@ccprecruit.ie | michelle@hero.ie;https://fyple.net | https://hero.ie | https://hero.sites.sourceflow.co.uk/ | https://www.herorecruitment.co.uk/;IT & Data Science, Engineering, Life Sciences, Pharma, Manufacturing, QA
Galway;I.C.E Group Business Services Ltd;I.C.E. Group;Centrepoint Liosban Tuam Road Co. Galway H91 RY62;EA1022;;reception@icegroup.ie | sligo@icegroup.ie;https://icegroup.ie | https://www.icejobs.ie/about-us/;General Recruitment, Business Services
Galway;I.C.E. Workforce Limited;I.C.E. Workforce;Centrepoint Liosban Tuam Road, Co. Galway;EA3812;;customersuccess@icegroup.ie | reception@icegroup.ie;https://healthyworkplace.ie/resources/ice/ | https://icegroup.ie | https://www.icejobs.ie/;Temporary Staffing, Compliance, General Recruitment
Galway;Jexera Limited;;Unit 1, Carrow House Deerpark Industrial Estate Oranmore Co. Galway H91DRN3;EA5084;;;https://aeroleads.com/list/top-manufacturing-companies-in-galway | https://breizon.com/ | https://nexerahealthcare.com/ | https://subterra.ie/ | https://www.integer.net/company/our-locations/galway/default.aspx | https://www.oxerra.com/;Manufacturing, Technical Roles
Galway;Lompatcare Limited;;Apt 13 Petits Court Main Street Ballygar Co. Galway;EA5333;+35314276000 | +35314276099 | +353949014028;galwaycontact@gmail.com | info@communicare.ie | info@crannmed.com;http://greenparknursinghome.ie/ | https://HSE.ie | https://amhealthcaregroup.com/about-us/ | https://ceilecare.ie/residents/our-homes/ | https://cognatehealth.ie/our-network/ | https://goodmanmedical.ie/ | https://lp3.ie/ | https://opcare.ie | https://www.careaboutyou.ie/ | https://www.con-telegraph.ie/2025/04/23/west-of-ireland-firm-founded-by-mayo-man-opens-new-medical-manufacturing-facility/;Care & Healthcare
Galway;Miah International Recruitment & Employment Agency Limited;;41 Forster Street Co. Galway H91VXE6;EA5321;;miahint.recruitment@gmail.com;https://miahemployment.agency/sallery | https://www.miahint.com/;International Staffing, General Recruitment, Technical Roles
Galway;Pale Blue Dot Recruitment Limited;;Level Two 32 Prospect Hill Galway City Co. Galway H91 K2K0;EA4230;35391458356;info@pbdrecruit.ie;https://palebluedotrecruitment.recruitee.com/ | https://pbdrecruit.ie;General Recruitment, QA, Engineering, Technical Roles
Galway;Pathsuccess International Workforce Limited;Pathsuccess International;7 Caislean Ri Athenry Co. Galway H65 Y602;EA5335;353892600091;info@path.org;https://euworkforce.ie/ | https://pathsuccessinternational.com/ | https://stafflinerecruit.com/branches/galway | https://www.iwrworkforce.com/about/;International Staffing, General Recruitment
Galway;Peter Balaz;Balstone;Limestone Lodge Luimnagh East Corrandulla, Co. Galway H91 F6C1;EA3140;;peter.balaz@lf3.cuni.cz | peter.balaz@polyglotgathering.com;https://eib.org | https://polyglotgathering.com;Engineering, Industrial, Manufacturing, Consultancy
Galway;PJ Personnel Ltd;;2 Egan's Lane Tuam Co. Galway;EA3467;;info@pjpersonnel.ie;https://pjpersonnel.ie | https://toplocalplaces.com/ireland/galway/consulting-agency/pj-personnel/432461570126632 | https://www.pjpersonnel.com/;General Recruitment
Galway;PlaceMe Recruitment Limited;;Unit 2A City East Business Park Ballybrit Co. Galway;EA3165;+353863840862 | +35391380711;careers@placeme.ie | cplace@placeme.ie;https://placeme.ie;General Recruitment
